benchmark	pregrouper	scope	representation	aggregation	model_s	model_t	metric	statistic	missingness_policy	expected_observations	n_observations	n_prompts	observation_coverage	f_point	f_lo	f_hi
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	1.0	0.7797976980307454	0.7680621630434394	0.7909224828153087
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	llama3.1-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4926	4926	0.9983785974868261	0.7524099915313123	0.7423548498252215	0.7635966011298115
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	llama3.3-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4917	4917	0.9965545196595055	0.7510870410459726	0.740417132273187	0.7640463149743073
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4321	4321	0.8757600324280502	0.7135206427440753	0.7004338182711372	0.7287401623214002
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3191	3191	0.6467369274422375	0.6978826704397896	0.6806764638733621	0.7149150413733633
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	1021	1021	0.20693149574381842	0.46310612542982055	0.4300965889713529	0.4975025482656598
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4897	4897	0.9925010133765707	0.7358907941913165	0.723916905748128	0.7484101297581996
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	1.0	0.6823262266474607	0.6733017779626921	0.6933551330541096
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	1.0	0.7030460768744616	0.6925689710726013	0.7138954314997162
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	llama3.1-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4926	4926	0.9983785974868261	0.7687997185748655	0.7594527308095073	0.7783937613261092
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	llama3.3-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4917	4917	0.9965545196595055	0.7154657028129964	0.7047302743735567	0.7261895607704275
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4321	4321	0.8757600324280502	0.6441750770148532	0.6325261026953686	0.6570813731391948
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3191	3191	0.6467369274422375	0.6561695965637775	0.6419588589690268	0.6711350673708683
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	1021	1021	0.20693149574381842	0.4210015254943736	0.392418173156781	0.45389227800073756
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4897	4897	0.9925010133765707	0.6868299796613864	0.6756146612421595	0.6974921780934735
race	sentence	system	all_pairs	row_pooled	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	1.0	0.8583954471793169	0.8513931179048981	0.865541441644388
race	sentence	system	all_pairs	row_pooled	qwen2.5-7b-instruct	llama3.1-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4926	4926	0.9983785974868261	0.8110953852823028	0.8037487864348072	0.8184307615491955
race	sentence	system	all_pairs	row_pooled	qwen2.5-7b-instruct	llama3.3-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4917	4917	0.9965545196595055	0.8339702088399715	0.8249997184246947	0.8430980373123935
race	sentence	system	all_pairs	row_pooled	qwen2.5-7b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4321	4321	0.8757600324280502	0.8077657881633216	0.796899752153949	0.8187481590837149
race	sentence	system	all_pairs	row_pooled	qwen2.5-7b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3191	3191	0.6467369274422375	0.7836008695374795	0.771340883429389	0.7960060841903078
race	sentence	system	all_pairs	row_pooled	qwen2.5-7b-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	1021	1021	0.20693149574381842	0.6137577593531274	0.5854715218190021	0.6414156076332961
race	sentence	system	all_pairs	row_pooled	qwen2.5-7b-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4897	4897	0.9925010133765707	0.8119980064919959	0.8039982433661957	0.8207384510829692
race	sentence	system	all_pairs	row_pooled	qwen2.5-14b-instruct	llama3.1-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4926	4926	0.9983785974868261	0.8698060874884628	0.8648066659429003	0.874906928642344
race	sentence	system	all_pairs	row_pooled	qwen2.5-14b-instruct	llama3.3-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4917	4917	0.9965545196595055	0.8870170438683658	0.8809813342526114	0.8928864266995076
race	sentence	system	all_pairs	row_pooled	qwen2.5-14b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4321	4321	0.8757600324280502	0.8541412316331368	0.8458545707331863	0.8619679399637545
race	sentence	system	all_pairs	row_pooled	qwen2.5-14b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3191	3191	0.6467369274422375	0.8652929427048464	0.8576883665128684	0.873909381685867
race	sentence	system	all_pairs	row_pooled	qwen2.5-14b-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	1021	1021	0.20693149574381842	0.7224815192091348	0.6987990950160478	0.7459119017916943
race	sentence	system	all_pairs	row_pooled	qwen2.5-14b-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4897	4897	0.9925010133765707	0.8530096350004536	0.8460167923052968	0.8599674365957628
race	sentence	system	all_pairs	row_pooled	llama3.1-70b-instruct	llama3.3-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4911	4911	0.9953384677746251	0.9409093012734143	0.9387623737393457	0.9430720992867606
race	sentence	system	all_pairs	row_pooled	llama3.1-70b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4316	4316	0.8747466558573166	0.8266858420994793	0.8199890254106734	0.8332265255796274
race	sentence	system	all_pairs	row_pooled	llama3.1-70b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3185	3185	0.6455208755573572	0.835538971638896	0.8284391637446425	0.8436025413943319
race	sentence	system	all_pairs	row_pooled	llama3.1-70b-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	1020	1020	0.20672882042967167	0.6720352321326887	0.6488318485785853	0.6929627963314414
race	sentence	system	all_pairs	row_pooled	llama3.1-70b-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4889	4889	0.9908796108633968	0.8584521060828325	0.852122401180391	0.8648148591537056
race	sentence	system	all_pairs	row_pooled	llama3.3-70b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4309	4309	0.8733279286582895	0.8644202324434411	0.8557209315594684	0.8724795440745999
race	sentence	system	all_pairs	row_pooled	llama3.3-70b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3183	3183	0.6451155249290637	0.8653426686028672	0.8561498878672406	0.8742412941418024
race	sentence	system	all_pairs	row_pooled	llama3.3-70b-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	1021	1021	0.20693149574381842	0.6599019682566095	0.6335975276640305	0.6883543381549131
race	sentence	system	all_pairs	row_pooled	llama3.3-70b-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4880	4880	0.9890555330360762	0.8507896947965536	0.8434317195334577	0.85780994562055
race	sentence	system	all_pairs	row_pooled	llama4-maverick-17b-128e-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	2822	2822	0.5719497365220916	0.835642423252925	0.8247827206503741	0.8469819906422497
race	sentence	system	all_pairs	row_pooled	llama4-maverick-17b-128e-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	973	973	0.19720308066477504	0.6523758949426075	0.6261282442218988	0.6785007233880875
race	sentence	system	all_pairs	row_pooled	llama4-maverick-17b-128e-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4288	4288	0.8690717470612079	0.8058655388343544	0.7961260373779361	0.8154404081210079
race	sentence	system	all_pairs	row_pooled	gpt-4o	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	871	871	0.17653019862180785	0.8200666870428401	0.8048662285968261	0.8361662323682675
race	sentence	system	all_pairs	row_pooled	gpt-4o	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	3161	3161	0.6406566680178354	0.808950684865938	0.7985131920394556	0.8201516009635639
race	sentence	system	all_pairs	row_pooled	gpt-4-1	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	1005	1005	0.20368869071747062	0.6023241013431342	0.5741641435327163	0.6333439236436074
race	sentence	system	all_pairs	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	14802	4934	1.0	0.017794590590763684	0.015132782642631517	0.021299426999952274
race	sentence	system	all_pairs	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	14802	4934	1.0	0.06590351518518854	0.06046536710769427	0.07267087866775254
race	sentence	system	all_pairs	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	14802	4934	1.0	0.04732959549015029	0.04276745634242462	0.05256850477899754
race	sentence	system	all_pairs	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	14802	4934	1.0	0.020414191729344	0.017587633538466103	0.023870899689602765
race	sentence	system	all_pairs	row_pooled	qwen2.5-0.5b-instruct	llama3.1-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	13508	4924	0.9125793811647075	0.04852818446135744	0.04418424398083358	0.05350572776657666
race	sentence	system	all_pairs	row_pooled	qwen2.5-0.5b-instruct	llama3.3-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	9874	4915	0.6670720172949601	0.005266107338691049	0.003883938286845107	0.007465649151987468
race	sentence	system	all_pairs	row_pooled	qwen2.5-0.5b-instruct	llama4-maverick-17b-128e-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	7485	4302	0.5056749087961087	0.011151267169836282	0.007936669873163802	0.01598024964740564
race	sentence	system	all_pairs	row_pooled	qwen2.5-0.5b-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	14802	4144	2571	0.2799621672746926	0.009164215853775104	0.006073277343288185	0.015186256924089576
race	sentence	system	all_pairs	row_pooled	qwen2.5-0.5b-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	14802	1350	776	0.09120389136603162	0.00023782598436466795	0.000775812369004816	0.005553517820638046
race	sentence	system	all_pairs	row_pooled	qwen2.5-0.5b-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	14802	13308	4896	0.899067693554925	0.025907465865387558	0.022573876290107073	0.029845337750890648
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	14802	4934	1.0	0.20169766415435667	0.1917812602738022	0.21297496935928004
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	14802	4934	1.0	0.23789301609051075	0.22668492044599972	0.24869914611603247
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	14802	4934	1.0	0.31315669150886116	0.2990801862613646	0.32723084416342946
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	llama3.1-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	13508	4924	0.9125793811647075	0.11690236079277055	0.10807380060437158	0.12608582460348358
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	llama3.3-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	9874	4915	0.6670720172949601	0.03235607543847878	0.024401104494803406	0.04343342096345878
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	llama4-maverick-17b-128e-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	7485	4302	0.5056749087961087	0.09193706998878602	0.07226632172056453	0.11534757352344685
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	14802	4144	2571	0.2799621672746926	0.03428970054809036	0.022871758881465424	0.0515924162666695
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	14802	1350	776	0.09120389136603162	0.003675155385839451	0.0023692813343414248	0.016385297928741563
race	sentence	system	all_pairs	row_pooled	qwen2.5-3b-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	14802	13308	4896	0.899067693554925	0.19966441050327913	0.1854202500454207	0.21524145284990076
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	14802	4934	1.0	0.26853894235526354	0.25590971858915235	0.2809438379643712
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	14802	4934	1.0	0.17520437971190736	0.16619387187480658	0.18554022450942936
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	llama3.1-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	13508	4924	0.9125793811647075	0.15652592969033563	0.14475606989781	0.16848929215271674
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	llama3.3-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	9874	4915	0.6670720172949601	0.145886462211918	0.13260455416563943	0.1606677125682527
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	llama4-maverick-17b-128e-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	7485	4302	0.5056749087961087	0.050442727856291794	0.0354481858170732	0.07126188121101906
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	14802	4144	2571	0.2799621672746926	0.02967245687084077	0.019635719578934358	0.04285482934969736
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	14802	1350	776	0.09120389136603162	0.0021592784013115198	0.001435203521716409	0.007809613366375311
race	sentence	system	all_pairs	row_pooled	llama-3.1-8b-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	14802	13308	4896	0.899067693554925	0.14137489558667174	0.12834192762697821	0.1557708496346372
race	sentence	system	all_pairs	row_pooled	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	14802	4934	1.0	0.3116448175223753	0.3009871913079373	0.32286286594846386
race	sentence	system	all_pairs	row_pooled	qwen2.5-7b-instruct	llama3.1-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	13508	4924	0.9125793811647075	0.1826842524729877	0.1722993343712034	0.19319498062761106
race	sentence	system	all_pairs	row_pooled	qwen2.5-7b-instruct	llama3.3-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	9874	4915	0.6670720172949601	0.02779750944548957	0.022846903501040888	0.03506918966444873
race	sentence	system	all_pairs	row_pooled	qwen2.5-7b-instruct	llama4-maverick-17b-128e-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	7485	4302	0.5056749087961087	0.09329805449772444	0.07667317313437144	0.1137912523378723
race	sentence	system	all_pairs	row_pooled	qwen2.5-7b-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	14802	4144	2571	0.2799621672746926	0.021630079472435296	0.014663142424541392	0.03158106996914772
race	sentence	system	all_pairs	row_pooled	qwen2.5-7b-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	14802	1350	776	0.09120389136603162	0.0032258608015511216	0.0019107827350151347	0.010951572233683884
race	sentence	system	all_pairs	row_pooled	qwen2.5-7b-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	14802	13308	4896	0.899067693554925	0.10682367277440644	0.09875877866552028	0.11583372778382423
race	sentence	system	all_pairs	row_pooled	qwen2.5-14b-instruct	llama3.1-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	13508	4924	0.9125793811647075	0.14322717159311962	0.13399645102710095	0.15282404227343802
race	sentence	system	all_pairs	row_pooled	qwen2.5-14b-instruct	llama3.3-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	9874	4915	0.6670720172949601	0.009663286146109578	0.00715695667733871	0.013711108528795276
race	sentence	system	all_pairs	row_pooled	qwen2.5-14b-instruct	llama4-maverick-17b-128e-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	7485	4302	0.5056749087961087	0.0584244026209956	0.048355957895736	0.07174241233058695
race	sentence	system	all_pairs	row_pooled	qwen2.5-14b-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	14802	4144	2571	0.2799621672746926	0.013152654822351749	0.008883173616019806	0.02109430675836952
race	sentence	system	all_pairs	row_pooled	qwen2.5-14b-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	14802	1350	776	0.09120389136603162	0.0006623756585022002	0.001031736803459364	0.007483175682872532
race	sentence	system	all_pairs	row_pooled	qwen2.5-14b-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	14802	13308	4896	0.899067693554925	0.1680105655129549	0.15566144339738835	0.18008754809821403
race	sentence	system	all_pairs	row_pooled	llama3.1-70b-instruct	llama3.3-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	9855	4907	0.6657884069720308	0.07473446168070759	0.06576084640130231	0.08512769804177343
race	sentence	system	all_pairs	row_pooled	llama3.1-70b-instruct	llama4-maverick-17b-128e-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	7449	4295	0.5032428050263478	0.04982719866022676	0.04066428760205167	0.06422950102851153
race	sentence	system	all_pairs	row_pooled	llama3.1-70b-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	14802	4126	2565	0.2787461153898122	0.01948045550054504	0.013422895209551597	0.028978805770511786
race	sentence	system	all_pairs	row_pooled	llama3.1-70b-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	14802	1350	776	0.09120389136603162	0.0024750421580152847	0.0018663609351921703	0.010072794066928441
race	sentence	system	all_pairs	row_pooled	llama3.1-70b-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	14802	12509	4884	0.8450885015538441	0.14737032920605236	0.13488278344650775	0.16080318462431056
race	sentence	system	all_pairs	row_pooled	llama3.3-70b-instruct	llama4-maverick-17b-128e-instruct	F_attr_rv	rv	pair_specific_complete_case	14802	7159	4283	0.48365085799216323	0.04207778699327923	0.033477123032594716	0.05327452069709553
race	sentence	system	all_pairs	row_pooled	llama3.3-70b-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	14802	3823	2542	0.25827590866099176	0.0016000701685360513	0.0009599594293305402	0.004930199026281093
race	sentence	system	all_pairs	row_pooled	llama3.3-70b-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	14802	1334	773	0.09012295635724903	0.0039139991940479475	0.002189505885218305	0.011602066000003347
race	sentence	system	all_pairs	row_pooled	llama3.3-70b-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	14802	9737	4876	0.6578165112822592	0.001672109702619059	0.001129666736886347	0.003906731168617785
race	sentence	system	all_pairs	row_pooled	llama4-maverick-17b-128e-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	14802	3189	2217	0.21544385893798135	0.01939799641048465	0.012004968054133022	0.03287761962439311
race	sentence	system	all_pairs	row_pooled	llama4-maverick-17b-128e-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	14802	1221	731	0.08248885285772192	0.002875043895295371	0.0018626130366366173	0.011076055677489663
race	sentence	system	all_pairs	row_pooled	llama4-maverick-17b-128e-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	14802	7310	4263	0.493852182137549	0.022505433897842504	0.01652422380883131	0.03219849405886812
race	sentence	system	all_pairs	row_pooled	gpt-4o	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	14802	1056	641	0.0713417105796514	0.010050268636565336	0.005831454289249716	0.021187492539119206
race	sentence	system	all_pairs	row_pooled	gpt-4o	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	14802	4044	2539	0.2732063234698014	0.017246979508016527	0.010854261620383814	0.026607012024336928
race	sentence	system	all_pairs	row_pooled	gpt-4-1	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	14802	1305	759	0.08816376165383057	0.0017885367588443481	0.001437233019842593	0.011474068589237711
race	sentence	user	all_pairs	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	1.0	0.284409958278765	0.2701732280925928	0.2998368302238012
race	sentence	user	all_pairs	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	1.0	0.33089343654762915	0.3154687521948679	0.34718186203915996
race	sentence	user	all_pairs	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	1.0	0.286774128367148	0.27134897052359147	0.30046187260006985
race	sentence	user	all_pairs	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	1.0	0.2747630118816233	0.26262006778538793	0.2890056400975616
race	sentence	user	all_pairs	row_pooled	qwen2.5-0.5b-instruct	llama3.1-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4926	4926	0.9983785974868261	0.30266880963816417	0.2870660960685978	0.31760736801279527
race	sentence	user	all_pairs	row_pooled	qwen2.5-0.5b-instruct	llama3.3-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4917	4917	0.9965545196595055	0.27601352763278375	0.2619930625712522	0.28994664238197443
race	sentence	user	all_pairs	row_pooled	qwen2.5-0.5b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4321	4321	0.8757600324280502	0.24460920848427609	0.22863649771511418	0.26054159680703365
race	sentence	user	all_pairs	row_pooled	qwen2.5-0.5b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3191	3191	0.6467369274422375	0.23548103803372553	0.21817444796781166	0.2537848325533666
race	sentence	user	all_pairs	row_pooled	qwen2.5-0.5b-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	1021	1021	0.20693149574381842	0.1355559478139997	0.10883121689344914	0.16752182904654334
race	sentence	user	all_pairs	row_pooled	qwen2.5-0.5b-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4897	4897	0.9925010133765707	0.28269722797344216	0.26804687423121276	0.29829583399133064
race	sentence	user	all_pairs	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	1.0	0.67799621754745	0.666746784041804	0.6880252090817066
race	sentence	user	all_pairs	row_pooled	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	1.0	0.773243663575184	0.7625417140562089	0.7832832874248052
race	sentence	user	all_pairs	row_pooled	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	1.0	0.7797976980307454	0.7680621630434394	0.7909224828153087
race	sentence	user	all_pairs	row_pooled	qwen2.5-3b-instruct	llama3.1-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4926	4926	0.9983785974868261	0.7524099915313123	0.7423548498252215	0.7635966011298115
race	sentence	user	all_pairs	row_pooled	qwen2.5-3b-instruct	llama3.3-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4917	4917	0.9965545196595055	0.7510870410459726	0.740417132273187	0.7640463149743073
race	sentence	user	all_pairs	row_pooled	qwen2.5-3b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4321	4321	0.8757600324280502	0.7135206427440753	0.7004338182711372	0.7287401623214002
race	sentence	user	all_pairs	row_pooled	qwen2.5-3b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3191	3191	0.6467369274422375	0.6978826704397896	0.6806764638733621	0.7149150413733633
race	sentence	user	all_pairs	row_pooled	qwen2.5-3b-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	1021	1021	0.20693149574381842	0.46310612542982055	0.4300965889713529	0.4975025482656598
race	sentence	user	all_pairs	row_pooled	qwen2.5-3b-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4897	4897	0.9925010133765707	0.7358907941913165	0.723916905748128	0.7484101297581996
race	sentence	user	all_pairs	row_pooled	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	1.0	0.6823262266474607	0.6733017779626921	0.6933551330541096
race	sentence	user	all_pairs	row_pooled	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	1.0	0.7030460768744616	0.6925689710726013	0.7138954314997162
race	sentence	user	all_pairs	row_pooled	llama-3.1-8b-instruct	llama3.1-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4926	4926	0.9983785974868261	0.7687997185748655	0.7594527308095073	0.7783937613261092
race	sentence	user	all_pairs	row_pooled	llama-3.1-8b-instruct	llama3.3-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4917	4917	0.9965545196595055	0.7154657028129964	0.7047302743735567	0.7261895607704275
race	sentence	user	all_pairs	row_pooled	llama-3.1-8b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4321	4321	0.8757600324280502	0.6441750770148532	0.6325261026953686	0.6570813731391948
race	sentence	user	all_pairs	row_pooled	llama-3.1-8b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3191	3191	0.6467369274422375	0.6561695965637775	0.6419588589690268	0.6711350673708683
